feature,importance,rank
cat__model_cc4500,0.0,781
cat__model_cls500,0.0,782
cat__model_cls550,0.0,783
cat__model_club wagon,0.0,784
cat__model_clubman,0.0,785
cat__model_clunker,0.0,786
cat__model_cng,0.0,787
cat__model_coachmen,0.0,788
cat__model_clarity,0.0,789
cat__model_classic,0.0,790
cat__model_clk320,0.0,791
cat__model_clk350,0.0,792
cat__model_clk430,0.0,793
cat__model_clk55,0.0,794
cat__model_clk550,0.0,795
cat__model_ck1500,0.0,796
cat__model_cl500,0.0,797
cat__model_cl550,0.0,798
cat__model_cl600,0.0,799
cat__model_cla250,0.0,800
cat__model_cla45,0.0,801
cat__model_cityexpresscargo,0.0,802
cat__model_civicdx,0.0,803
cat__model_cj8,0.0,804
cat__model_Z28,0.0,805
cat__model_avalance,0.0,806
cat__model_avalanch,0.0,807
cat__model_avant,0.0,808
cat__model_avante,0.0,809
cat__model_aviatior,0.0,810
cat__model_aviator,0.0,811
cat__model_astra,0.0,812
cat__model_auru,0.0,813
cat__model_autobiog,0.0,814
cat__model_autobiography,0.0,815
cat__model_avalache,0.0,816
cat__model_aoutlok,0.0,817
cat__model_ar,0.0,818
cat__model_arteon,0.0,819
cat__model_aspin,0.0,820
cat__model_aspire,0.0,821
cat__model_altma,0.0,822
cat__model_amanti,0.0,823
cat__model_ambulance,0.0,824
cat__model_ambulette,0.0,825
cat__model_and,0.0,826
cat__model_ck,0.0,827
cat__model_convertible,0.0,828
cat__model_coooper,0.0,829
cat__model_coopers,0.0,830
cat__model_copper,0.0,831
cat__model_cordoba,0.0,832
cat__model_concord,0.0,833
cat__model_concorde,0.0,834
cat__model_concours,0.0,835
cat__model_conquest,0.0,836
cat__model_contour,0.0,837
cat__model_conversion,0.0,838
cat__model_convert,0.0,839
cat__model_comaro,0.0,840
cat__model_comercial,0.0,841
cat__model_commander,0.0,842
cat__model_commercial,0.0,843
cat__model_commercial-chassis,0.0,844
cat__model_compas,0.0,845
cat__model_coaster,0.0,846
cat__model_coblat,0.0,847
cat__model_cobolt,0.0,848
cat__model_coe7000,0.0,849
cat__model_colbalt,0.0,850
cat__model_collins,0.0,851
cat__model_colorad,0.0,852
cat__model_crx,0.0,853
cat__model_crz,0.0,854
cat__model_ct4,0.0,855
cat__model_ct5,0.0,856
cat__model_crosstrek,0.0,857
cat__model_crown,0.0,858
cat__model_cruise,0.0,859
cat__model_cruize,0.0,860
cat__model_cruse,0.0,861
cat__model_cruz,0.0,862
cat__model_crand,0.0,863
cat__model_cressida,0.0,864
cat__model_cresta,0.0,865
cat__model_crew,0.0,866
cat__model_cross,0.0,867
cat__model_corsair,0.0,868
cat__model_country,0.0,869
cat__model_countryman,0.0,870
cat__model_county,0.0,871
cat__model_coupe,0.0,872
cat__model_aerst,0.0,873
cat__model_alalanche,0.0,874
cat__model_all,0.0,875
cat__model_allante,0.0,876
cat__model_allroads,0.0,877
cat__model_alltrack,0.0,878
cat__model_also,0.0,879
cat__model_advenger,0.0,880
cat__model_aero,0.0,881
cat__model_aerostar,0.0,882
cat__model_Z71,0.0,883
cat__model_a,0.0,884
cat__model_a4quatro,0.0,885
cat__model_X4,0.0,886
cat__model_X5M,0.0,887
cat__model_Yukon SLT,0.0,888
cat__model_Z26,0.0,889
cat__model_covette,0.0,890
cat__model_dealer,0.0,891
cat__model_decota,0.0,892
cat__model_delica,0.0,893
cat__model_delivery,0.0,894
cat__model_d350,0.0,895
cat__model_d50,0.0,896
cat__model_dakpta,0.0,897
cat__model_davison,0.0,898
cat__model_cx7,0.0,899
cat__model_cx9,0.0,900
cat__model_d100,0.0,901
cat__model_d150,0.0,902
cat__model_d21,0.0,903
cat__model_cummin,0.0,904
cat__model_custom,0.0,905
cat__model_cv,0.0,906
cat__model_cvr,0.0,907
cat__model_cx,0.0,908
cat__model_e400,0.0,909
cat__model_e420,0.0,910
cat__model_e430,0.0,911
cat__model_dump,0.0,912
cat__model_durange,0.0,913
cat__model_durangon,0.0,914
cat__model_dyna,0.0,915
cat__model_dynasty,0.0,916
cat__model_diplomat,0.0,917
cat__model_discover,0.0,918
cat__model_dj5,0.0,919
cat__model_dokota,0.0,920
cat__model_dually,0.0,921
cat__model_duelly,0.0,922
cat__model_devville,0.0,923
cat__model_df250,0.0,924
cat__model_dhs,0.0,925
cat__model_diesel,0.0,926
cat__model_diesels,0.0,927
cat__model_Sierra 2500 HD,0.0,928
cat__model_Waldoch Edition,0.0,929
cat__model_Work Truck,0.0,930
cat__model_X Series,0.0,931
cat__model_X2,0.0,932
cat__model_X3si,0.0,933
cat__model_Verano,0.0,934
cat__model_W3500,0.0,935
cat__model_W5500,0.0,936
cat__model_Triple Axle,0.0,937
cat__model_Truck,0.0,938
cat__model_V15,0.0,939
cat__model_V3500,0.0,940
cat__model_Van,0.0,941
cat__model_TopKick C6500,0.0,942
cat__model_TopKick C7500,0.0,943
cat__model_TopKick C8500,0.0,944
cat__model_TopKick T6500,0.0,945
cat__model_TopKick T7500,0.0,946
cat__model_dilverado,0.0,947
cat__model_entourage,0.0,948
cat__model_eos,0.0,949
cat__model_eqinox,0.0,950
cat__model_equniox,0.0,951
cat__model_es300h,0.0,952
cat__model_eldor,0.0,953
cat__model_electra,0.0,954
cat__model_elegante,0.0,955
cat__model_elr,0.0,956
cat__model_endeavor,0.0,957
cat__model_egolf,0.0,958
cat__model_e5,0.0,959
cat__model_e500,0.0,960
cat__model_e550,0.0,961
cat__model_e550w4m,0.0,962
cat__model_e63 e63amg,0.0,963
cat__model_eagle,0.0,964
cat__model_ebony,0.0,965
cat__model_explorere,0.0,966
cat__model_expree,0.0,967
cat__model_ext,0.0,968
cat__model_f1,0.0,969
cat__model_f100,0.0,970
cat__model_ex37,0.0,971
cat__model_expedtion,0.0,972
cat__model_expetion,0.0,973
cat__model_expidition,0.0,974
cat__model_eunos,0.0,975
cat__model_euro,0.0,976
cat__model_evo,0.0,977
cat__model_ex,0.0,978
cat__model_ex35,0.0,979
cat__model_es330,0.0,980
cat__model_escalade-ext,0.0,981
cat__model_estima,0.0,982
cat__model_Medium Duty,0.0,983
cat__model_Syclone,0.0,984
cat__model_Tahoe Z71,0.0,985
cat__model_Terraza,0.0,986
cat__model_Thomas Bus,0.0,987
cat__model_Southern Comfort Edition,0.0,988
cat__model_Sportside,0.0,989
cat__model_Starcraft,0.0,990
cat__model_Step Van,0.0,991
cat__model_Stepside,0.0,992
cat__model_Supreme,0.0,993
cat__model_Sierra 3500 HD,0.0,994
cat__model_Sierra SLE Trim,0.0,995
cat__model_Silverado 1500,0.0,996
cat__model_Skylark,0.0,997
cat__model_Series,0.0,998
cat__model_Short Bed,0.0,999
cat__model_Shuttle Bus,0.0,1000
cat__model_Sierra 1500,0.0,1001
cat__model_etc,0.0,1002
cat__model_fk,0.0,1003
cat__model_flare,0.0,1004
cat__model_flat,0.0,1005
cat__model_fleeside,0.0,1006
cat__model_fles,0.0,1007
cat__model_fh,0.0,1008
cat__model_five hundred,0.0,1009
cat__model_f7000,0.0,1010
cat__model_farenheight,0.0,1011
cat__model_fe,0.0,1012
cat__model_fe160,0.0,1013
cat__model_feaf,0.0,1014
cat__model_f355,0.0,1015
cat__model_f59,0.0,1016
cat__model_f600,0.0,1017
cat__model_S15,0.0,1018
cat__model_S1700,0.0,1019
cat__model_Savana 2500,0.0,1020
cat__model_R1000S,0.0,1021
cat__model_Rainier,0.0,1022
cat__model_Rally Van,0.0,1023
cat__model_Reaper (Special Edition),0.0,1024
cat__model_Regency,0.0,1025
cat__model_Metro,0.0,1026
cat__model_New Model,0.0,1027
cat__model_P60,0.0,1028
cat__model_M550,0.0,1029
cat__model_M550i,0.0,1030
cat__model_M850i,0.0,1031
cat__model_fx35,0.0,1032
cat__model_fx37,0.0,1033
cat__model_fx4,0.0,1034
cat__model_fx45,0.0,1035
cat__model_fxst,0.0,1036
cat__model_fxstdi,0.0,1037
cat__model_g20,0.0,1038
cat__model_ft6000,0.0,1039
cat__model_ftype,0.0,1040
cat__model_full,0.0,1041
cat__model_fustion,0.0,1042
cat__model_fx,0.0,1043
cat__model_formula,0.0,1044
cat__model_forte5,0.0,1045
cat__model_four,0.0,1046
cat__model_flhrsi,0.0,1047
cat__model_flhtc,0.0,1048
cat__model_flhtkse,0.0,1049
cat__model_flhx,0.0,1050
cat__model_flstfb,0.0,1051
cat__model_girardin,0.0,1052
cat__model_gl320,0.0,1053
cat__model_gl350,0.0,1054
cat__model_gl450,0.0,1055
cat__model_gl550,0.0,1056
cat__model_gla250,0.0,1057
cat__model_g8gt,0.0,1058
cat__model_gand,0.0,1059
cat__model_geand,0.0,1060
cat__model_gem,0.0,1061
cat__model_g37s,0.0,1062
cat__model_g37x,0.0,1063
cat__model_g37xs,0.0,1064
cat__model_g4500,0.0,1065
cat__model_g500,0.0,1066
cat__model_g550,0.0,1067
cat__model_g25,0.0,1068
cat__model_g25x,0.0,1069
cat__model_g3,0.0,1070
cat__model_g35,0.0,1071
cat__model_g35s,0.0,1072
cat__model_g35xs,0.0,1073
cat__model_g35xsports,0.0,1074
cat__model_gs430,0.0,1075
cat__model_gs450h,0.0,1076
cat__model_gs460,0.0,1077
cat__model_gs470,0.0,1078
cat__model_gsf,0.0,1079
cat__model_grandcherokee,0.0,1080
cat__model_grande,0.0,1081
cat__model_grandprix,0.0,1082
cat__model_gs300,0.0,1083
cat__model_gs350,0.0,1084
cat__model_gs400,0.0,1085
cat__model_glk250,0.0,1086
cat__model_glk350,0.0,1087
cat__model_goldwing,0.0,1088
cat__model_gr,0.0,1089
cat__model_gran,0.0,1090
cat__model_glb,0.0,1091
cat__model_glc,0.0,1092
cat__model_glc300,0.0,1093
cat__model_gle350,0.0,1094
cat__model_gli,0.0,1095
cat__model_Denali,0.0,1096
cat__model_M2,0.0,1097
cat__model_M235,0.0,1098
cat__model_M235i,0.0,1099
cat__model_M240i,0.0,1100
cat__model_M340xi,0.0,1101
cat__model_M3CIC,0.0,1102
cat__model_Kodiak,0.0,1103
cat__model_LUV,0.0,1104
cat__model_Lifted Truck,0.0,1105
cat__model_Lucerne,0.0,1106
cat__model_K15,0.0,1107
cat__model_K1500,0.0,1108
cat__model_K20,0.0,1109
cat__model_K2500 HD,0.0,1110
cat__model_K3500,0.0,1111
cat__model_General,0.0,1112
cat__model_Geo (Chevy Geo Era),0.0,1113
cat__model_Grumman,0.0,1114
cat__model_HD 2500,0.0,1115
cat__model_HD 3500,0.0,1116
cat__model_hybrid,0.0,1117
cat__model_hzj75,0.0,1118
cat__model_i,0.0,1119
cat__model_i30t,0.0,1120
cat__model_hilander,0.0,1121
cat__model_hilux,0.0,1122
cat__model_hino,0.0,1123
cat__model_homy,0.0,1124
cat__model_hot,0.0,1125
cat__model_hs,0.0,1126
cat__model_hs250h,0.0,1127
cat__model_hearse,0.0,1128
cat__model_hemi,0.0,1129
cat__model_heritage,0.0,1130
cat__model_hiace,0.0,1131
cat__model_high,0.0,1132
cat__model_hightop,0.0,1133
cat__model_gtr,0.0,1134
cat__model_gx37,0.0,1135
cat__model_gx460,0.0,1136
cat__model_hardbody,0.0,1137
cat__model_hardtop,0.0,1138
cat__model_hd,0.0,1139
cat__model_isx,0.0,1140
cat__model_j10,0.0,1141
cat__model_j20,0.0,1142
cat__model_j30,0.0,1143
cat__model_jeeta,0.0,1144
cat__model_jeta,0.0,1145
cat__model_jku,0.0,1146
cat__model_is200t,0.0,1147
cat__model_is350,0.0,1148
cat__model_is350c,0.0,1149
cat__model_isc,0.0,1150
cat__model_isf,0.0,1151
cat__model_international,0.0,1152
cat__model_ioniq,0.0,1153
cat__model_ipace,0.0,1154
cat__model_i4,0.0,1155
cat__model_imapa,0.0,1156
cat__model_imapla,0.0,1157
cat__model_impalla,0.0,1158
cat__model_imperial,0.0,1159
cat__model_C35,0.0,1160
cat__model_Flatbed,0.0,1161
cat__model_G-Series Van,0.0,1162
cat__model_G10,0.0,1163
cat__model_G1500,0.0,1164
cat__model_G2500,0.0,1165
cat__model_G3500,0.0,1166
cat__model_Extended Cab,0.0,1167
cat__model_F Series,0.0,1168
cat__model_Dually,0.0,1169
cat__model_Dump Truck,0.0,1170
cat__model_Duramax,0.0,1171
cat__model_E30,0.0,1172
cat__model_E60,0.0,1173
cat__model_Chevette,0.0,1174
cat__model_Commercial,0.0,1175
cat__model_Commercial Box Truck,0.0,1176
cat__model_Custom,0.0,1177
cat__model_laramie,0.0,1178
cat__model_lc,0.0,1179
cat__model_lcf,0.0,1180
cat__model_lebaron,0.0,1181
cat__model_kona,0.0,1182
cat__model_l200,0.0,1183
cat__model_l300,0.0,1184
cat__model_larami,0.0,1185
cat__model_k,0.0,1186
cat__model_k1500,0.0,1187
cat__model_k5,0.0,1188
cat__model_king,0.0,1189
cat__model_king cab,0.0,1190
cat__model_kodiak,0.0,1191
cat__model_john,0.0,1192
cat__model_jorney,0.0,1193
cat__model_jouney,0.0,1194
cat__model_justy,0.0,1195
cat__model_jx,0.0,1196
cat__model_jx35,0.0,1197
cat__model_ls600h,0.0,1198
cat__model_lsc,0.0,1199
cat__model_lse,0.0,1200
cat__model_lt,0.0,1201
cat__model_ltd,0.0,1202
cat__model_ltz,0.0,1203
cat__model_lumima,0.0,1204
cat__model_lr4,0.0,1205
cat__model_ls2,0.0,1206
cat__model_ls300,0.0,1207
cat__model_ls460,0.0,1208
cat__model_limited,0.0,1209
cat__model_limo,0.0,1210
cat__model_limousine,0.0,1211
cat__model_liteace,0.0,1212
cat__model_longhorn,0.0,1213
cat__model_lr,0.0,1214
cat__model_legend,0.0,1215
cat__model_lhs,0.0,1216
cat__model_libert,0.0,1217
cat__model_library,0.0,1218
cat__model_life,0.0,1219
cat__model_86,0.0,1220
cat__model_Cargo Truck,0.0,1221
cat__model_Cascada,0.0,1222
cat__model_Celebrity,0.0,1223
cat__model_Chevelle,0.0,1224
cat__model_CI (Unknown),0.0,1225
cat__model_CUCV,0.0,1226
cat__model_CXL,0.0,1227
cat__model_Caballero,0.0,1228
cat__model_Camaro 1LT,0.0,1229
cat__model_C3500 HD,0.0,1230
cat__model_C6000,0.0,1231
cat__model_Brigadier,0.0,1232
cat__model_Bus,0.0,1233
cat__model_C1500,0.0,1234
cat__model_C2500,0.0,1235
cat__model_mailbu,0.0,1236
cat__model_malibi,0.0,1237
cat__model_marineer,0.0,1238
cat__model_mariner,0.0,1239
cat__model_marinr,0.0,1240
cat__model_markvll,0.0,1241
cat__model_m37s,0.0,1242
cat__model_m37x,0.0,1243
cat__model_m45,0.0,1244
cat__model_m56,0.0,1245
cat__model_maibu,0.0,1246
cat__model_m3,0.0,1247
cat__model_m30,0.0,1248
cat__model_m35,0.0,1249
cat__model_m35h,0.0,1250
cat__model_m35s,0.0,1251
cat__model_m35x,0.0,1252
cat__model_m35xs,0.0,1253
cat__model_lw200,0.0,1254
cat__model_lw300,0.0,1255
cat__model_lwb,0.0,1256
cat__model_lx570,0.0,1257
cat__model_m,0.0,1258
cat__model_minivan,0.0,1259
cat__model_mirai,0.0,1260
cat__model_mj,0.0,1261
cat__model_mk4,0.0,1262
cat__model_mkc,0.0,1263
cat__model_mkt,0.0,1264
cat__model_megacab,0.0,1265
cat__model_mercedes,0.0,1266
cat__model_metris,0.0,1267
cat__model_mighty,0.0,1268
cat__model_milan,0.0,1269
cat__model_millenia,0.0,1270
cat__model_mazdaspeed,0.0,1271
cat__model_mazdaspeed6,0.0,1272
cat__model_mclass,0.0,1273
cat__model_mega,0.0,1274
cat__model_marquis,0.0,1275
cat__model_martin,0.0,1276
cat__model_masarati,0.0,1277
cat__model_mazda,0.0,1278
cat__model_Allure,0.0,1279
cat__model_Aveo5,0.0,1280
cat__model_B6,0.0,1281
cat__model_944s,0.0,1282
cat__model_95,0.0,1283
cat__model_960,0.0,1284
cat__model_968,0.0,1285
cat__model_996,0.0,1286
cat__model_997,0.0,1287
cat__model_8cl,0.0,1288
cat__model_911carrea,0.0,1289
cat__model_924,0.0,1290
cat__model_928,0.0,1291
cat__model_928s,0.0,1292
cat__model_940,0.0,1293
cat__model_760,0.0,1294
cat__model_760li,0.0,1295
cat__model_8 Series,0.0,1296
cat__model_840ci,0.0,1297
cat__model_850,0.0,1298
cat__model_8500,0.0,1299
cat__model_850i,0.0,1300
cat__model_mustang gt,0.0,1301
cat__model_mustang gt350,0.0,1302
cat__model_mvp,0.0,1303
cat__model_mx6,0.0,1304
cat__model_monterey,0.0,1305
cat__model_2012,0.0,1306
cat__model_motorhome,0.0,1307
cat__model_mountainner,0.0,1308
cat__model_moutaineer,0.0,1309
cat__model_mpv,0.0,1310
cat__model_ml550,0.0,1311
cat__model_ml63,0.0,1312
cat__model_mondial,0.0,1313
cat__model_montana,0.0,1314
cat__model_montanna,0.0,1315
cat__model_montego,0.0,1316
cat__model_mkx,0.0,1317
cat__model_ml,0.0,1318
cat__model_ml250,0.0,1319
cat__model_ml350,0.0,1320
cat__model_ml500,0.0,1321
cat__model_ml55,0.0,1322
cat__model_od,0.0,1323
cat__model_oddessy,0.0,1324
cat__model_oddysey,0.0,1325
cat__model_oddyssey,0.0,1326
cat__model_odessey,0.0,1327
cat__model_odessy,0.0,1328
cat__model_oilot,0.0,1329
cat__model_nv2500hd,0.0,1330
cat__model_nv3500,0.0,1331
cat__model_nvp,0.0,1332
cat__model_nx,0.0,1333
cat__model_nx200t,0.0,1334
cat__model_nx300,0.0,1335
cat__model_nx300h,0.0,1336
cat__model_nitro,0.0,1337
cat__model_note,0.0,1338
cat__model_npr,0.0,1339
cat__model_nv1500,0.0,1340
cat__model_nv200,0.0,1341
cat__model_mystique,0.0,1342
cat__model_nautilus,0.0,1343
cat__model_bonneville,0.0,1344
cat__model_newport,0.0,1345
cat__model_nexo,0.0,1346
cat__model_niro,0.0,1347
cat__model_phaeton,0.0,1348
cat__model_1 Series,0.0,1349
cat__model_pop,0.0,1350
cat__model_2000,0.0,1351
cat__model_passsat,0.0,1352
cat__model_patroit,0.0,1353
cat__model_p100d,0.0,1354
cat__model_paceman,0.0,1355
cat__model_pacific,0.0,1356
cat__model_08,0.0,1357
cat__model_pao,0.0,1358
cat__model_omgea,0.0,1359
cat__model_one,0.0,1360
cat__model_other,0.0,1361
cat__model_750,0.0,1362
cat__model_7500,0.0,1363
cat__model_750il,0.0,1364
cat__model_750l,0.0,1365
cat__model_1,0.0,1366
cat__model_750xi,0.0,1367
cat__model_740il,0.0,1368
cat__model_740li,0.0,1369
cat__model_740lxi,0.0,1370
cat__model_745,0.0,1371
cat__model_745i,0.0,1372
cat__model_745li,0.0,1373
cat__model_75,0.0,1374
cat__model_700,0.0,1375
cat__model_718,0.0,1376
cat__model_720,0.0,1377
cat__model_725i,0.0,1378
cat__model_735il,0.0,1379
cat__model_735l,0.0,1380
cat__model_740,0.0,1381
cat__model_7400,0.0,1382
cat__model_645ci,0.0,1383
cat__model_650,0.0,1384
cat__model_650c,0.0,1385
cat__model_650ci,0.0,1386
cat__model_650xi,0.0,1387
cat__model_7,0.0,1388
cat__model_p,0.0,1389
cat__model_q50s,0.0,1390
cat__model_q60,0.0,1391
cat__model_q60s,0.0,1392
cat__model_q70,0.0,1393
cat__model_q70l,0.0,1394
cat__model_q70s,0.0,1395
cat__model_ptcruiser,0.0,1396
cat__model_pulsar,0.0,1397
cat__model_q40,0.0,1398
cat__model_q45,0.0,1399
cat__model_q45t,0.0,1400
cat__model_prius c,0.0,1401
cat__model_pro,0.0,1402
cat__model_probe,0.0,1403
cat__model_b2000,0.0,1404
cat__model_protege5,0.0,1405
cat__model_power,0.0,1406
cat__model_powered,0.0,1407
cat__model_powerstroke,0.0,1408
cat__model_pre,0.0,1409
cat__model_premium,0.0,1410
cat__model_previa,0.0,1411
cat__model_ram350,0.0,1412
cat__model_ram3500,0.0,1413
cat__model_ram5500,0.0,1414
cat__model_c280,0.0,1415
cat__model_rangerover,0.0,1416
cat__model_r350,0.0,1417
cat__model_r3500,0.0,1418
cat__model_raider,0.0,1419
cat__model_raiders,0.0,1420
cat__model_ram1500,0.0,1421
cat__model_ram2500,0.0,1422
cat__model_qx60,0.0,1423
cat__model_qx70,0.0,1424
cat__model_r,0.0,1425
cat__model_r10,0.0,1426
cat__model_r320,0.0,1427
cat__model_quad,0.0,1428
cat__model_quattro,0.0,1429
cat__model_qx,0.0,1430
cat__model_600sel,0.0,1431
cat__model_626,0.0,1432
cat__model_633,0.0,1433
cat__model_633csi,0.0,1434
cat__model_635csi,0.0,1435
cat__model_640,0.0,1436
cat__model_560sec,0.0,1437
cat__model_560sel,0.0,1438
cat__model_560sl,0.0,1439
cat__model_5th,0.0,1440
cat__model_6,0.0,1441
cat__model_600,0.0,1442
cat__model_6000,0.0,1443
cat__model_545i,0.0,1444
cat__model_550,0.0,1445
cat__model_5500hd,0.0,1446
cat__model_550sl,0.0,1447
cat__model_550xi,0.0,1448
cat__model_535d,0.0,1449
cat__model_535gt,0.0,1450
cat__model_535i,0.0,1451
cat__model_535ix,0.0,1452
cat__model_535xi,0.0,1453
cat__model_538i,0.0,1454
cat__model_540,0.0,1455
cat__model_c350,0.0,1456
cat__model_romero,0.0,1457
cat__model_rondo,0.0,1458
cat__model_rs3,0.0,1459
cat__model_riviera,0.0,1460
cat__model_rl,0.0,1461
cat__model_roadster,0.0,1462
cat__model_rdxnsh,0.0,1463
cat__model_rebel,0.0,1464
cat__model_refrigerator,0.0,1465
cat__model_regency,0.0,1466
cat__model_relay,0.0,1467
cat__model_remeo,0.0,1468
cat__model_rav4 hybrid,0.0,1469
cat__model_raverse,0.0,1470
cat__model_rc,0.0,1471
cat__model_rc200t,0.0,1472
cat__model_rc350,0.0,1473
cat__model_rcf,0.0,1474
cat__model_c43,0.0,1475
cat__model_s400,0.0,1476
cat__model_s430,0.0,1477
cat__model_s450,0.0,1478
cat__model_s500,0.0,1479
cat__model_rx7,0.0,1480
cat__model_s3,0.0,1481
cat__model_s320,0.0,1482
cat__model_c4e042,0.0,1483
cat__model_rwd,0.0,1484
cat__model_rx30,0.0,1485
cat__model_rx300,0.0,1486
cat__model_rx330,0.0,1487
cat__model_rx450h,0.0,1488
cat__model_rubicom,0.0,1489
cat__model_rumblebee,0.0,1490
cat__model_rv,0.0,1491
cat__model_360,0.0,1492
cat__model_528xi,0.0,1493
cat__model_530,0.0,1494
cat__model_530e,0.0,1495
cat__model_530i,0.0,1496
cat__model_530ia,0.0,1497
cat__model_530xi,0.0,1498
cat__model_530xit,0.0,1499
cat__model_535,0.0,1500
cat__model_525,0.0,1501
cat__model_525i,0.0,1502
cat__model_525ia,0.0,1503
cat__model_525it,0.0,1504
cat__model_525xi,0.0,1505
cat__model_528,0.0,1506
cat__model_528e,0.0,1507
cat__model_brz,0.0,1508
cat__model_50,0.0,1509
cat__model_5000s,0.0,1510
cat__model_bug,0.0,1511
cat__model_c220,0.0,1512
cat__model_c240,0.0,1513
cat__manufacturer_aston-martin,0.0,1514
cat__model_460l,0.0,1515
cat__model_4d,0.0,1516
cat__model_4dr,0.0,1517
cat__model_4s3bmbg60a3217471,0.0,1518
cat__model_4wd,0.0,1519
cat__model_rvr,0.0,1520
cat__model_box,0.0,1521
cat__model_sclass,0.0,1522
cat__model_sea,0.0,1523
cat__model_seabring,0.0,1524
cat__model_santana,0.0,1525
cat__model_savana,0.0,1526
cat__model_savanah,0.0,1527
cat__model_sayon,0.0,1528
cat__model_sc1,0.0,1529
cat__model_sc2,0.0,1530
cat__model_sc300,0.0,1531
cat__model_s80,0.0,1532
cat__model_brat,0.0,1533
cat__model_safari,0.0,1534
cat__model_sahara,0.0,1535
cat__model_salara,0.0,1536
cat__model_s600,0.0,1537
cat__model_s60r,0.0,1538
cat__model_s70,0.0,1539
cat__model_silver,0.0,1540
cat__model_silverad,0.0,1541
cat__model_silveradoo,0.0,1542
cat__model_silveradopa,0.0,1543
cat__model_silverao,0.0,1544
cat__model_silvia,0.0,1545
cat__model_sinic,0.0,1546
cat__model_siverado,0.0,1547
cat__model_shuttle,0.0,1548
cat__model_sieirra,0.0,1549
cat__model_sierra,0.0,1550
cat__model_signature,0.0,1551
cat__model_silerado,0.0,1552
cat__model_siliverado,0.0,1553
cat__model_silvarado,0.0,1554
cat__model_sera,0.0,1555
cat__model_serbing,0.0,1556
cat__model_serbring,0.0,1557
cat__model_sevilla,0.0,1558
cat__model_shadow,0.0,1559
cat__model_shelby,0.0,1560
cat__model_short,0.0,1561
cat__model_sedan,0.0,1562
cat__model_sedona,0.0,1563
cat__model_seirra,0.0,1564
cat__model_seltos,0.0,1565
cat__model_semi,0.0,1566
cat__model_sephia,0.0,1567
cat__model_slx,0.0,1568
cat__model_soarer,0.0,1569
cat__model_solara,0.0,1570
cat__model_solistice,0.0,1571
cat__model_soltice,0.0,1572
cat__model_sonnic,0.0,1573
cat__model_brougham,0.0,1574
cat__model_slk230,0.0,1575
cat__model_slk250,0.0,1576
cat__model_slk280,0.0,1577
cat__model_slk320,0.0,1578
cat__model_bettle,0.0,1579
cat__model_sls,0.0,1580
cat__model_slt,0.0,1581
cat__model_sl55,0.0,1582
cat__model_sl600,0.0,1583
cat__model_slc,0.0,1584
cat__model_slc300,0.0,1585
cat__model_sliverado,0.0,1586
cat__model_sivlerado,0.0,1587
cat__model_sl1,0.0,1588
cat__model_big,0.0,1589
cat__model_sl320,0.0,1590
cat__model_440xi,0.0,1591
cat__model_450,0.0,1592
cat__model_4500hd,0.0,1593
cat__model_450gl,0.0,1594
cat__model_450slc,0.0,1595
cat__model_454ss,0.0,1596
cat__model_420,0.0,1597
cat__model_428,0.0,1598
cat__model_428i,0.0,1599
cat__model_430,0.0,1600
cat__model_430i,0.0,1601
cat__model_435,0.0,1602
cat__model_bj74,0.0,1603
cat__model_440i,0.0,1604
cat__model_380,0.0,1605
cat__model_380slc,0.0,1606
cat__model_4 Series,0.0,1607
cat__model_400,0.0,1608
cat__model_40k,0.0,1609
cat__model_348,0.0,1610
cat__model_350,0.0,1611
cat__model_3500hd,0.0,1612
cat__model_3500w,0.0,1613
cat__model_350sd,0.0,1614
cat__model_sl380,0.0,1615
cat__model_stanza,0.0,1616
cat__model_starcraft,0.0,1617
cat__model_starr,0.0,1618
cat__model_station,0.0,1619
cat__model_stealth,0.0,1620
cat__model_step,0.0,1621
cat__model_stepvan,0.0,1622
cat__model_sr,0.0,1623
cat__model_sr5,0.0,1624
cat__model_srt,0.0,1625
cat__model_srt10,0.0,1626
cat__model_ss454,0.0,1627
cat__model_spirit,0.0,1628
cat__model_spo,0.0,1629
cat__model_sport trac,0.0,1630
cat__model_sports,0.0,1631
cat__model_spriner,0.0,1632
cat__model_black,0.0,1633
cat__model_sort,0.0,1634
cat__model_soule,0.0,1635
cat__model_special,0.0,1636
cat__model_spectra5,0.0,1637
cat__model_bolt,0.0,1638
cat__model_syncro,0.0,1639
cat__model_szuburban,0.0,1640
cat__model_t,0.0,1641
cat__model_t250,0.0,1642
cat__model_t350,0.0,1643
cat__model_anything,0.0,1644
cat__model_suv,0.0,1645
cat__model_sv,0.0,1646
cat__model_svautobiography,0.0,1647
cat__model_svt,0.0,1648
cat__model_svx,0.0,1649
cat__model_sw2,0.0,1650
cat__model_swb,0.0,1651
cat__model_sx4,0.0,1652
cat__model_supercha,0.0,1653
cat__model_supercharged,0.0,1654
cat__model_superdury,0.0,1655
cat__model_superduty,0.0,1656
cat__model_sti,0.0,1657
cat__model_street,0.0,1658
cat__model_stx,0.0,1659
cat__model_sunbird,0.0,1660
cat__model_toureg,0.0,1661
cat__model_touring,0.0,1662
cat__model_townace,0.0,1663
cat__model_towncar,0.0,1664
cat__model_towns,0.0,1665
cat__model_tradesman,0.0,1666
cat__model_tilt,0.0,1667
cat__model_tiquan,0.0,1668
cat__model_beetles,0.0,1669
cat__model_tl,0.0,1670
